macauhoi,topic,kynang,mucdo,noidung,A,B,C,D,dapandung,giaithich
50ff1432-ec04-4515-892c-bfd39f107563,1,VOCAB,2,"Although there are over fifty _________ groups, we all use Vietnamese as the official language.",ethnically,ethicize,ethnicity,ethnic,D,"A. ethnically /ˈeθnɪkli/ (adv): về mặt dân tộc | B. ethicize /ˈeθɪsaɪz/ (v): làm cho hợp với đạo đức | C. ethnicity /eθˈnɪsəti/ (n): sắc tộc, dân tộc | D. ethnic /ˈeθnɪk/ (a): thuộc sắc tộc. Tạm dịch: Mặc dù có hơn 50 dân tộc, chúng ta đều sử dụng tiếng Việt như một ngôn ngữ chung chính thức."
8db62c1c-9180-4241-95e6-8370a4c03c84,26,VOCAB,2,"Although _____ to some people, the impacts of unhealthy lifestyles are for real.",dismissive,imperceptible,irrational,irrefutable,B,"A. dismissive /dɪsˈmɪsɪv/ (a): thô bạo, tùy tiện | B. imperceptible /ˌɪmpəˈseptəbl/ (a): không thể cảm thấy, không thể nhận thấy | C. irrational /ɪˈræʃənl/ (a): phi lý | D. irrefutable /ˌɪrɪˈfjuːtəbəl/ (a): không thể bác bỏ được (lí lẽ). Tạm dịch: Mặc dù khó nhận thấy đối với một số người nhưng những tác động của lối sống không lành mạnh là có thực."
2bea23e5-a288-478c-993e-f6d82b89f69d,1,VOCAB,2,"Americans believe in 'romantic' marriage - a boy and a girl are _________ to each other, fall in love, and decide to marry each other.",loved,handed,attracted,married,C,"A. love /lʌv/ (v): yêu | B. hand /hænd/ (v): trao tay | C. attract /əˈtrækt/ (v): thu hút | D. marry /ˈmæri/ (v): cưới. Tạm dịch: Người Mỹ tin tưởng vào những cuộc hôn nhân lãng mạn – khi một nam một nữ thu hút lẫn nhau, yêu nhau rồi quyết định cưới."
39caf229-ef2c-4bd5-a1f0-9dba15c81201,11,GRAMMAR,2,"A musical diva, according to many, should be able to have a(n) _________ on the next generations of artists.",inspiration,decision,reliance,impact,D,"A. inspiration /,ɪnspɪ'reɪʃən/ (n): nguồn cảm hứng | B. decision /dɪ'sɪʒən/ (n): quyết định | C. reliance /rɪ'laɪəns/ (n): sự tin cậy | D. impact /'ɪmpækt/ (n): ảnh hưởng. Cấu trúc: Have a(n) impact/influence on sb/st: có ảnh hưởng tới ai/cái gì. Tạm dịch: Theo nhiều người, một nữ danh ca có thể sẽ có ảnh hưởng đến những thế hệ nghệ sĩ tiếp theo."
a5082f1a-bdf0-4eaf-b894-48e08c9c8b1c,27,VOCAB,2,A(n) _____ activity is a great way to start any English class as it can put students into English mode and fully engage them in your lessons.,upcoming,check-out,break-down,warm-up,D,"A. upcoming /ˈʌpkʌmɪŋ/ (a): sắp đến | B. check-out /tʃek aʊt / (n): kiểm tra Giaoandethitienganh.info | C. break-down /breɪk daʊn/ (n): hỏng hóc | D. warm-up /'wɔːm ʌp/ (n): làm ấm lên, làm vui lên, khởi động. Tạm dịch: Một hoạt động khởi động là cách tuyệt vời để bắt đầu bất cứ lớp học ngoại ngữ nào vì nó sẽ đưa học sinh vào lối học tiếng Anh và hoàn thành thích thú với bài học."
4b6dfcd1-eba5-44b7-a9de-0c6cb034c943,7,VOCAB,2,An aesthetic justification contends that biodiversity _________ to the quality of life because many of the endangered plants and animals are particularly appreciated for their unique physical beauty.,attributes,contributes,introduces,devotes,B,A. attribute /'ætrɪbju:t/ (v): quy cho | B. contribute /kən'trɪbju:t/ (v): đóng góp | C. introduce /ˌɪntrə'djuːs/ (v): giới thiệu | D. devote /dɪ'vəʊt/ (v): hy sinh. Tạm dịch: Một lời biện minh ở khía cạnh thẩm mỹ cho rằng đa dạng hệ sinh thái đóng góp vào chất lượng của cuộc sống bởi nhiều loài động thực vật bị nguy hiểm được đánh giá rất cao vì vẻ đẹp tự nhiên độc nhất của chúng.
cb514202-e467-4204-826d-a87a5cf0e08a,23,GRAMMAR,2,"Andrew, my best friend _____ in me on the understanding that I wouldn't tell anyone else.",confided,intimated,disclosed,confessed,A,"A. confided /kənˈfaɪdɪd/ (v-ed): thổ lộ | B. intimated /ˈɪntɪmeɪtɪd/ (v-ed): báo cho biết | C. disclosed /dɪsˈkləʊzd/ (v-ed): vạch trần, phơi bày | D. confessed /kənˈfest/ (v-ed): thú nhận. Tạm dịch: Andrew, bạn thân nhất của tôi đã thổ lộ với tôi vì tôi sẽ không kể với ai cả."
c085a89e-93da-4ed0-9c3c-feb707f47952,21,VOCAB,2,"An economic _____ is a time when there is very little economic activity, which causes a lot of unemployment and poverty.",improvement,depression,development,mission,B,"A. improvement /ɪm'pru:vmənt/ (n): sự trau dồi, cải thiện | B. depression /dɪˈpreʃn/ / (n): sự đình trệ, suy thoái | C. development /dɪˈveləpmənt/ (n): sự phát triển | D. mission /ˈmɪʃn/ (n): sứ mệnh, nhiệm vụ. Cụm từ: economic depression: suy thoái/khủng hoảng kinh tế. Tạm dịch: Suy thoái kinh tế là thời điểm có rất ít hoạt động kinh tế, gây ra nhiều sự thất nghiệp và nghèo đói."
4adc1e73-f9fa-4ec5-b05d-f9833ee641df,18,VOCAB,2,An electronic brain refers to a large computing machine depending _____ on electronic devices for its operation.,primarily,immediately,artificially,naturally,A,"A. primarily /praɪ'merəli/ (adv): chủ yếu, chính | B. immediately /ɪ'mi:diətli/ (adv): ngay lập tức | C. artificially /ˌɑːtɪˈfɪʃəli/ (adv): giả tạo | D. naturally /ˈnætʃrəli/ (adv): tự nhiên. Tạm dịch: Một bộ não điện tử đề cập đến một máy tính lớn phụ thuộc chủ yếu vào các thiết bị điện tử cho sự hoạt động của nó."
cadd2c9f-9c7a-4fd6-a283-3f4d975646d6,11,VOCAB,2,A new campaign has already been _________ by all high schools in the district to help disadvantaged children go to school.,stimulated,achieved,launched,determined,C,A. stimulate /'stɪmjəleɪt/ (v): khuyến khích | B. achieve /ə'tʃi:v/ (v): đạt được | C. launch /lɔ:ntʃ/ (v): phát động | D. determine /dɪ'tɜ:mɪn/ (v): quyết định. Tạm dịch: Một chiến dịch mới đã được phát động bởi tất cả các trường cấp 3 trong quận để giúp đỡ học sinh khuyết tật đến trường.
9655bf49-512f-489c-a433-f7780bd009ca,13,VOCAB,2,Anna often dresses ___________ when going to the parties in order to attract her friends’ attention.,plainly,properly,flashily,soberly,C,"A. plainly (adv): rõ ràng, giản dị | B. properly (adv): một cách đúng đắn | C. flashily /'flæʃɪli/ (adv): hào nhoáng, lòe loẹt | D. soberly (adv): nghiêm túc. Tạm dịch: Anna thường ăn mặc lòe loẹt khi đi dự tiệc để thu hút sự chú ý của bạn bè."
bba93170-c505-45e5-b4d6-0d791e8478d0,16,GRAMMAR,2,Another solution is to provide safe and inexpensive _____ methods.,birth-defect,birth-control,birth-mark,birth-rate,B,A. birth-defect /'bɜːθ di:fekt/ (n): dị tật bẩm sinh | B. birth-control /'bɜːθ kəntrəʊl/ (n): việc kiểm soát sinh đẻ | C. birth-mark /'bɜːθ ma:k/ (n): vết bớt | D. birth-rate /'bɜːθ reɪt/ (n): tỉ lệ sinh. Tạm dịch: Giải pháp khác là đưa ra những biện pháp kiếm soát sinh an toàn và không tốn kém.
abc758b4-1ab8-4467-aedb-30feeacd14aa,25,VOCAB,2,A(n) _____ sends reports from a particular part of the world or on a particular subject.,editor,correspondent,columnist,proprietor,B,"A. editor /ˈedɪtər/ (n): người biên tập | B. correspondent /ˌkɒrəˈspɒndənt/ (n): phóng viên | C. columnist /ˈkɒləmnɪst/ (n): người phụ trách một chuyên mục của một tờ báo | D. proprietor /prəˈpraɪətər/ (n): người chủ sở hữu (công ty, khách sạn...). Tạm dịch: Một phóng viên gửi về những báo cáo từ một nơi cụ thể trên thế giới hoặc một đề tài cụ thể nào đó."
919ae964-a931-40c9-b6e1-cc766c494050,30,VOCAB,2,Antibiotics are a _____ scientific discovery. We wouldn't live nearly as long as we do without them.,lifespan,short-lived,life-changing,lifelong,C,"A. lifespan /ˈlaɪfspæn/ (n): tuổi thọ | B. short-lived /ˌʃɔːt ˈlɪvd/ (a): ngắn, mối quan hệ tồn tại trong một thời gian ngắn, tạm thời | C. life-changing /ˈlaɪf /tʃeɪndʒɪŋ/ (a): mang tính thay đổi cuộc sống | D. lifelong /ˈlaɪflɒŋ/ (a): suốt đời. Tạm dịch: Kháng sinh là một phát hiện khoa học thay đổi cuộc sống của chúng ta. Chúng ta sẽ gần như không thể sống được mà không có nó."
5d597295-fd34-4f7c-91f2-0e66f7aa27bc,6,VOCAB,2,A nuclear reactor releases ___________ which is dangerous to the environment.,radiation,heat,energy,carbon dioxide,A,A. radiation /ˌreɪdiˈeɪʃn/(n): phóng xạ | B. heat /hiːt/(n): nhiệt | C. energy /ˈenədʒi/(n): năng lượng | D. carbon dioxide /ˌkɑːbən daɪˈɒksaɪd/(n): khí CO2. Tạm dịch: Lò phản ứng hạt nhân thải ra chất phóng xạ gây nguy hiểm đối với môi trường.
d1bce0b2-0a9d-498a-abd5-d40c22317878,11,GRAMMAR,2,Any list of the greatest thinkers in history contains the name of the brilliant _________ Albert Einstein.,physicist,physician,physical,physics,A,"A. physicist /'fɪzɪsɪst/ (n): nhà vật lý | B. physician /fɪ'zɪʃn/ (n): thầy thuốc | C. physical /'fɪzɪkl/ (a): (thuộc) vật chất, cơ thể | D. physics /'fɪzɪks/ (n): môn vật lý. Sau tính từ “brilliant” ta cần một danh từ nên ta loại đáp án C. Căn cứ vào nghĩa của câu ta chọn đáp án A. Tạm dịch: Bất kỳ danh sách các nhà tư tưởng vĩ đại nhất trong lịch sử đều có tên của nhà vật lý lỗi lạc Albert Einstein."
df5a59fe-f534-4ca9-9059-714449d4211c,11,GRAMMAR,2,"A _________ once said ""It is a sweet and honorable thing to die for your country.""",patriotism,patriotic,patriot,patrol,C,"A. patriotism /'pætrɪətɪzəm/ (n): chủ nghĩa yêu nước | B. patriotic /,pætrɪ'ɒtɪk/ (a): yêu nước | C. patriot /'pætrɪət/ (n): người yêu nước | D. patrol /pə'trəʊl/ (n): đội tuần tra. Sau mạo từ “a” ta cần một danh từ nên loại đáp án B. Căn cứ vào nghĩa của câu ta chọn đáp án C. Tạm dịch: Một người yêu nước đã từng nói rằng “Thật đáng tự hào khi hy sinh cho Tổ quốc mình”."
d8cab608-c3b8-40fe-9964-503c5406485f,19,VOCAB,2,A _____ person who travels or hikes carrying their belongings in a rucksack.,backpacker,backstabber,backseat driver,backhander,A,"A. backpacker /'bæk pækər/: Tây ba-lô | B. backstabber /'bæk stæbər/ (n): người đâm sau lưng | C. backseat driver /bæk si:t 'draɪvər/ (n): người ngồi sau nhưng chỉ cách lái xe, chỉ đường | D. backhander /bæk'hændər/ (n): cú đánh bất ngờ, của đút lót. Tạm dịch: Một người khách du lịch là người đi hoặc đi bộ mang theo tư trang trong một cái ba lô."
574bc1a4-a79d-465b-bbc4-227444ec0054,28,GRAMMAR,2,"A place with music and dancing, with parties at night, is called a _____",nightlife,nightmare,night-blindness,nightclub,D,"A. nightlife /ˈnaɪtlaɪf/ (n): cuộc sống về đêm | B. nightmare /ˈnaɪtmer/ (n): cơn ác mộng | C. night-blindness /ˈnaɪt /ˈblaɪndnəs/ / (n): quáng gà | D. nightclub /ˈnaɪtklʌb/ (n): câu lạc bộ khiêu vũ, giải trí vào ban đêm, hộp đêm. Tạm dịch: Một nơi có âm nhạc và khiêu vũ, với những bữa tiệc vào ban đêm, được gọi là hộp đêm."
83991630-51b9-4e34-a369-c7251e495176,17,GRAMMAR,2,"A _____ problem, feeling, or belief is difficult to change because its causes have been there for a long time.",deep-seated,deep-pocketed,deep-fried,deep-down,A,"A. deep-seated /di:p'siztɪd/ (a): tin tưởng mạnh mẽ | B. deep-pocketed (a): người/ tổ chức có nhiều tiền | C. deep-fried /di:p'fraɪd/ (a): nhiều dầu mỡ (đồ ăn) | D. deep-down /di:p'daʊn/ (a): trong thâm tâm. Tạm dịch: Một vấn đề, một cảm giác hoặc một niềm tin sâu sắc thì rất khó để thay đổi bởi nguyên cớ của nó đã có từ lâu rồi."
930adcac-fda2-4beb-b973-75d44fd4dd25,19,VOCAB,2,"A rather surprisingly geographical _____ of Antarctica is that a huge freshwater lake, one of the world’s largest and deepest, lies hidden there under four kilometers of ice.",factor,mark,feature,character,C,"A. factor /'fæktər/ (n): nhân tố | B. mark /ma:k/ (n): điểm số, dấu, nhãn hiệu | C. feature /'fi:tʃər/ (n): đặc điểm, đặc trưng | D. character /'kærəktər/ (n): tính cách. Tạm dịch: Một đặc điểm địa chất đáng ngạc nhiên của Nam Cực là có một hồ nước ngọt lớn, một trong những hồ rộng và sâu nhất thế giới, nằm dưới 4 km băng."
d0bd5b54-f191-43a8-87d5-1046b57f06ec,1,VOCAB,2,_________ are aware that a language becoming extinct does not necessarily mean that the people who spoke it have all died.,Linguistic,Linguists,Language,Lingual,B,A. linguistic /lɪŋˈɡwɪstɪk/ (a): thuộc ngôn ngữ | B. linguist /ˈlɪŋɡwɪst/ (n): nhà ngôn ngữ học | C. language /ˈlæŋɡwɪdʒ/ (n): ngôn ngữ | D. lingual /ˈlɪŋɡwəl/ (a): thuộc ngôn ngữ. Tạm dịch: Các nhà ngôn ngữ học nhận thấy rằng một ngôn ngữ biến mất không có nghĩa những người nói ngôn ngữ đó đều đã chết.
9c6888f4-4711-42a8-ab38-19382ae114ea,25,GRAMMAR,2,Are you thinking of a career in _____ ?,journal,journalism,journalist,journalistic,B,A. journal /ˈdʒɜːnəl/ (a): tập san hằng ngày | B. journalism /ˈdʒɜːnəlɪzəm/ (n): nghề làm báo | C. journalist /ˈdʒɜːnəlɪst/ (n): nhà báo | D. journalistic /ˌdʒɜːnəˈlɪstɪk/ (a): thuộc về báo. Tạm dịch: Bạn đang nghĩ về nghề làm báo à?
dee888e7-9233-41e0-8bcf-97329f775a70,18,VOCAB,2,Artificial intelligence (AI) in healthcare is the use of algorithms and software to approximate human _____ in the analysis of complex medical data.,recognition,cognition,recondition,contrition,B,"A. recognition /ˌrekəɡˈnɪʃn/ (n): sự công nhận, sự thừa nhận | B. cognition /kɒɡˈnɪʃn/ (n): nhận thức | C. recondition /ˌriːkənˈdɪʃn/ (v): tu sửa, tu bổ, phục hòi (sức khỏe) | D. contrition /kənˈtrɪʃn/ (n): sự ăn năn, hối lỗi. Tạm dịch: Trí tuệ nhân tạo (AI) trong chăm sóc sức khỏe là việc sử dụng các thuật toán và phần mềm để ước tính nhận thức của con người trong việc phân tích dữ liệu y tế tế phức tạp."
